SalesOrderID;ModifiedDate;BusinessEntityID;FirstName;LastName;Amount;TerritoryName
57058;2013-10-07 00:00:00.000;287;Amy;Alberts;21595,368;France
51170;2013-06-06 00:00:00.000;287;Amy;Alberts;3711,966;Germany
51737;2013-07-07 00:00:00.000;287;Amy;Alberts;6556,47;France
51811;2013-07-07 00:00:00.000;287;Amy;Alberts;356,898;United Kingdom
51815;2013-07-07 00:00:00.000;287;Amy;Alberts;20455,5812;United Kingdom
51837;2013-07-07 00:00:00.000;287;Amy;Alberts;68473,2873;Germany
51861;2013-07-07 00:00:00.000;287;Amy;Alberts;10284,1936;France
49134;2013-01-07 00:00:00.000;287;Amy;Alberts;5031,8056;France
49452;2013-02-04 00:00:00.000;287;Amy;Alberts;1308,9375;France
49892;2013-03-07 00:00:00.000;287;Amy;Alberts;968,4284;United Kingdom
50244;2013-04-06 00:00:00.000;287;Amy;Alberts;43180,9774;United Kingdom
50686;2013-05-07 00:00:00.000;287;Amy;Alberts;1502,9869;United Kingdom
50722;2013-05-07 00:00:00.000;287;Amy;Alberts;49862,2699;United Kingdom
43664;2011-06-07 00:00:00.000;280;Pamela;Ansman-Wolfe;24432,6088;Northwest
43860;2011-07-08 00:00:00.000;280;Pamela;Ansman-Wolfe;10993,3942;Northwest
43866;2011-07-08 00:00:00.000;280;Pamela;Ansman-Wolfe;4076,388;Northwest
43867;2011-07-08 00:00:00.000;280;Pamela;Ansman-Wolfe;32673,0446;Northwest
43877;2011-07-08 00:00:00.000;280;Pamela;Ansman-Wolfe;20628,5745;Northwest
43894;2011-07-08 00:00:00.000;280;Pamela;Ansman-Wolfe;32492,604;Northwest
67322;2014-03-08 00:00:00.000;280;Pamela;Ansman-Wolfe;63235,638;Northwest
69475;2014-04-07 00:00:00.000;280;Pamela;Ansman-Wolfe;57037,067;Northwest
71835;2014-05-08 00:00:00.000;280;Pamela;Ansman-Wolfe;53858,67;Northwest
71836;2014-05-08 00:00:00.000;280;Pamela;Ansman-Wolfe;65466,8869;Northwest
71880;2014-05-08 00:00:00.000;280;Pamela;Ansman-Wolfe;31788,3204;Northwest
61244;2013-12-07 00:00:00.000;280;Pamela;Ansman-Wolfe;54955,896;Northwest
63133;2014-01-07 00:00:00.000;280;Pamela;Ansman-Wolfe;32820,4567;Northwest
65199;2014-02-05 00:00:00.000;280;Pamela;Ansman-Wolfe;52587,138;Northwest
65200;2014-02-05 00:00:00.000;280;Pamela;Ansman-Wolfe;47069,4121;Northwest
65263;2014-02-05 00:00:00.000;280;Pamela;Ansman-Wolfe;42553,422;Northwest
67297;2014-03-08 00:00:00.000;280;Pamela;Ansman-Wolfe;91335,4896;Northwest
55299;2013-09-06 00:00:00.000;280;Pamela;Ansman-Wolfe;54459,504;Northwest
57099;2013-10-07 00:00:00.000;280;Pamela;Ansman-Wolfe;53919,8993;Northwest
58962;2013-11-06 00:00:00.000;280;Pamela;Ansman-Wolfe;56579,796;Northwest
58963;2013-11-06 00:00:00.000;280;Pamela;Ansman-Wolfe;77475,2281;Northwest
59021;2013-11-06 00:00:00.000;280;Pamela;Ansman-Wolfe;44961,0181;Northwest
61199;2013-12-07 00:00:00.000;280;Pamela;Ansman-Wolfe;57374,4399;Northwest
51148;2013-06-06 00:00:00.000;280;Pamela;Ansman-Wolfe;41100,9587;Northwest
51789;2013-07-07 00:00:00.000;280;Pamela;Ansman-Wolfe;60425,9465;Northwest
53452;2013-08-07 00:00:00.000;280;Pamela;Ansman-Wolfe;52952,3583;Northwest
53518;2013-08-07 00:00:00.000;280;Pamela;Ansman-Wolfe;87783,9431;Northwest
53576;2013-08-07 00:00:00.000;280;Pamela;Ansman-Wolfe;44050,2084;Northwest
55277;2013-09-06 00:00:00.000;280;Pamela;Ansman-Wolfe;57550,3179;Northwest
48746;2012-12-07 00:00:00.000;280;Pamela;Ansman-Wolfe;71599,4665;Northwest
49464;2013-02-04 00:00:00.000;280;Pamela;Ansman-Wolfe;34218,0617;Northwest
49543;2013-02-04 00:00:00.000;280;Pamela;Ansman-Wolfe;209,256;Northwest
49849;2013-03-07 00:00:00.000;280;Pamela;Ansman-Wolfe;49152,4316;Northwest
50693;2013-05-07 00:00:00.000;280;Pamela;Ansman-Wolfe;32195,7427;Northwest
51127;2013-06-06 00:00:00.000;280;Pamela;Ansman-Wolfe;71235,1175;Northwest
47452;2012-08-07 00:00:00.000;280;Pamela;Ansman-Wolfe;6066,4671;Northwest
47695;2012-09-06 00:00:00.000;280;Pamela;Ansman-Wolfe;113,97;Northwest
47698;2012-09-06 00:00:00.000;280;Pamela;Ansman-Wolfe;72887,4109;Northwest
47719;2012-09-06 00:00:00.000;280;Pamela;Ansman-Wolfe;9845,1474;Northwest
48347;2012-11-06 00:00:00.000;280;Pamela;Ansman-Wolfe;44305,4838;Northwest
48383;2012-11-06 00:00:00.000;280;Pamela;Ansman-Wolfe;2940,8598;Northwest
47367;2012-08-07 00:00:00.000;280;Pamela;Ansman-Wolfe;26523,0027;Northwest
47368;2012-08-07 00:00:00.000;280;Pamela;Ansman-Wolfe;6700,1106;Northwest
47382;2012-08-07 00:00:00.000;280;Pamela;Ansman-Wolfe;65,6018;Northwest
47385;2012-08-07 00:00:00.000;280;Pamela;Ansman-Wolfe;3147,5673;Northwest
47403;2012-08-07 00:00:00.000;280;Pamela;Ansman-Wolfe;54801,3542;Northwest
47442;2012-08-07 00:00:00.000;280;Pamela;Ansman-Wolfe;245,25;Northwest
46973;2012-07-07 00:00:00.000;280;Pamela;Ansman-Wolfe;6227,2278;Northwest
46974;2012-07-07 00:00:00.000;280;Pamela;Ansman-Wolfe;40399,5779;Northwest
46990;2012-07-07 00:00:00.000;280;Pamela;Ansman-Wolfe;924,4017;Northwest
47033;2012-07-07 00:00:00.000;280;Pamela;Ansman-Wolfe;93591,6217;Northwest
47043;2012-07-07 00:00:00.000;280;Pamela;Ansman-Wolfe;209,256;Northwest
47054;2012-07-07 00:00:00.000;280;Pamela;Ansman-Wolfe;42396,4051;Northwest
46609;2012-06-06 00:00:00.000;280;Pamela;Ansman-Wolfe;2371,295;Northwest
46618;2012-06-06 00:00:00.000;280;Pamela;Ansman-Wolfe;86,5212;Northwest
46646;2012-06-06 00:00:00.000;280;Pamela;Ansman-Wolfe;1147,4382;Northwest
46647;2012-06-06 00:00:00.000;280;Pamela;Ansman-Wolfe;80634,8808;Northwest
46667;2012-06-06 00:00:00.000;280;Pamela;Ansman-Wolfe;14515,9921;Northwest
46967;2012-07-07 00:00:00.000;280;Pamela;Ansman-Wolfe;48541,8313;Northwest
46060;2012-04-06 00:00:00.000;280;Pamela;Ansman-Wolfe;45487,7144;Northwest
46077;2012-04-06 00:00:00.000;280;Pamela;Ansman-Wolfe;37779,3731;Northwest
46080;2012-04-06 00:00:00.000;280;Pamela;Ansman-Wolfe;14248,7984;Northwest
46092;2012-04-06 00:00:00.000;280;Pamela;Ansman-Wolfe;722,5949;Northwest
46100;2012-04-06 00:00:00.000;280;Pamela;Ansman-Wolfe;47655,0602;Northwest
46356;2012-05-07 00:00:00.000;280;Pamela;Ansman-Wolfe;58977,1342;Northwest
45549;2012-02-05 00:00:00.000;280;Pamela;Ansman-Wolfe;50762,7624;Northwest
45783;2012-03-07 00:00:00.000;280;Pamela;Ansman-Wolfe;26016,9703;Northwest
46025;2012-04-06 00:00:00.000;280;Pamela;Ansman-Wolfe;2646,1866;Northwest
46042;2012-04-06 00:00:00.000;280;Pamela;Ansman-Wolfe;26119,0572;Northwest
46052;2012-04-06 00:00:00.000;280;Pamela;Ansman-Wolfe;24582,7299;Northwest
46053;2012-04-06 00:00:00.000;280;Pamela;Ansman-Wolfe;52874,5366;Northwest
45295;2012-01-08 00:00:00.000;280;Pamela;Ansman-Wolfe;16297,752;Northwest
45296;2012-01-08 00:00:00.000;280;Pamela;Ansman-Wolfe;24242,8711;Northwest
45303;2012-01-08 00:00:00.000;280;Pamela;Ansman-Wolfe;20405,6746;Northwest
45318;2012-01-08 00:00:00.000;280;Pamela;Ansman-Wolfe;29962,7965;Northwest
45320;2012-01-08 00:00:00.000;280;Pamela;Ansman-Wolfe;10192,77;Northwest
45338;2012-01-08 00:00:00.000;280;Pamela;Ansman-Wolfe;57142,9416;Northwest
44563;2011-10-08 00:00:00.000;280;Pamela;Ansman-Wolfe;47716,8992;Northwest
44771;2011-11-07 00:00:00.000;280;Pamela;Ansman-Wolfe;69681,6887;Northwest
45041;2011-12-08 00:00:00.000;280;Pamela;Ansman-Wolfe;419,4589;Northwest
45042;2011-12-08 00:00:00.000;280;Pamela;Ansman-Wolfe;40648,38;Northwest
45267;2012-01-08 00:00:00.000;280;Pamela;Ansman-Wolfe;3463,2998;Northwest
45283;2012-01-08 00:00:00.000;280;Pamela;Ansman-Wolfe;28395,2187;Northwest
44511;2011-10-08 00:00:00.000;280;Pamela;Ansman-Wolfe;10160,1565;Northwest
44513;2011-10-08 00:00:00.000;280;Pamela;Ansman-Wolfe;43520,1264;Northwest
44523;2011-10-08 00:00:00.000;280;Pamela;Ansman-Wolfe;74394,4204;Northwest
44540;2011-10-08 00:00:00.000;280;Pamela;Ansman-Wolfe;38638,7462;Northwest
44541;2011-10-08 00:00:00.000;280;Pamela;Ansman-Wolfe;50827,1365;Northwest
44554;2011-10-08 00:00:00.000;280;Pamela;Ansman-Wolfe;722,5949;Northwest
43895;2011-07-08 00:00:00.000;280;Pamela;Ansman-Wolfe;32459,9278;Northwest
43911;2011-07-08 00:00:00.000;280;Pamela;Ansman-Wolfe;19734,8665;Northwest
44109;2011-08-08 00:00:00.000;280;Pamela;Ansman-Wolfe;13837,0855;Northwest
44285;2011-09-07 00:00:00.000;280;Pamela;Ansman-Wolfe;57739,7358;Northwest
44483;2011-10-08 00:00:00.000;280;Pamela;Ansman-Wolfe;3018,3377;Northwest
44501;2011-10-08 00:00:00.000;280;Pamela;Ansman-Wolfe;19669,4111;Northwest
43670;2011-06-07 00:00:00.000;275;Michael;Blythe;6122,082;Central
43673;2011-06-07 00:00:00.000;275;Michael;Blythe;3746,2015;Northeast
43676;2011-06-07 00:00:00.000;275;Michael;Blythe;14203,458;Southeast
43682;2011-06-07 00:00:00.000;275;Michael;Blythe;3875,7229;Northeast
43687;2011-06-07 00:00:00.000;275;Michael;Blythe;1258,3767;Northeast
43688;2011-06-07 00:00:00.000;275;Michael;Blythe;12718,0844;Northeast
71911;2014-05-08 00:00:00.000;275;Michael;Blythe;5496,018;Southwest
71912;2014-05-08 00:00:00.000;275;Michael;Blythe;2995,188;Central
71924;2014-05-08 00:00:00.000;275;Michael;Blythe;2942,418;Southwest
71930;2014-05-08 00:00:00.000;275;Michael;Blythe;3047,946;Central
71931;2014-05-08 00:00:00.000;275;Michael;Blythe;2224,974;Central
71952;2014-05-08 00:00:00.000;275;Michael;Blythe;67059,6362;Southwest
71884;2014-05-08 00:00:00.000;275;Michael;Blythe;38182,7928;Central
71887;2014-05-08 00:00:00.000;275;Michael;Blythe;3678,816;Central
71889;2014-05-08 00:00:00.000;275;Michael;Blythe;26632,9708;Southwest
71901;2014-05-08 00:00:00.000;275;Michael;Blythe;2127,522;Southwest
71903;2014-05-08 00:00:00.000;275;Michael;Blythe;3595,188;Southwest
71907;2014-05-08 00:00:00.000;275;Michael;Blythe;50201,256;Central
71803;2014-05-08 00:00:00.000;275;Michael;Blythe;32700,6053;Central
71810;2014-05-08 00:00:00.000;275;Michael;Blythe;802,398;Southwest
71837;2014-05-08 00:00:00.000;275;Michael;Blythe;30143,022;Central
71864;2014-05-08 00:00:00.000;275;Michael;Blythe;28373,196;Central
71881;2014-05-08 00:00:00.000;275;Michael;Blythe;36550,8348;Southwest
71882;2014-05-08 00:00:00.000;275;Michael;Blythe;31786,1904;Southwest
69501;2014-04-07 00:00:00.000;275;Michael;Blythe;35676,7764;Southwest
69512;2014-04-07 00:00:00.000;275;Michael;Blythe;1336,23;Southwest
69515;2014-04-07 00:00:00.000;275;Michael;Blythe;35131,278;Southwest
69536;2014-04-07 00:00:00.000;275;Michael;Blythe;40086,9291;Southwest
69549;2014-04-07 00:00:00.000;275;Michael;Blythe;6450,678;Southwest
71793;2014-05-08 00:00:00.000;275;Michael;Blythe;1466,01;Southwest
69424;2014-04-07 00:00:00.000;275;Michael;Blythe;739,89;Central
69463;2014-04-07 00:00:00.000;275;Michael;Blythe;323,994;Central
69468;2014-04-07 00:00:00.000;275;Michael;Blythe;1435,5564;Central
69486;2014-04-07 00:00:00.000;275;Michael;Blythe;323,994;Southwest
69492;2014-04-07 00:00:00.000;275;Michael;Blythe;606,996;Central
69495;2014-04-07 00:00:00.000;275;Michael;Blythe;2402,274;Central
67320;2014-03-08 00:00:00.000;275;Michael;Blythe;52815,312;Southwest
67326;2014-03-08 00:00:00.000;275;Michael;Blythe;865,536;Southwest
67330;2014-03-08 00:00:00.000;275;Michael;Blythe;702,234;Southwest
69412;2014-04-07 00:00:00.000;275;Michael;Blythe;61144,5956;Southwest
69414;2014-04-07 00:00:00.000;275;Michael;Blythe;32910,642;Central
69418;2014-04-07 00:00:00.000;275;Michael;Blythe;23892,7656;Central
67262;2014-03-08 00:00:00.000;275;Michael;Blythe;7501,722;Central
67267;2014-03-08 00:00:00.000;275;Michael;Blythe;5665,788;Central
67280;2014-03-08 00:00:00.000;275;Michael;Blythe;66479,7071;Central
67292;2014-03-08 00:00:00.000;275;Michael;Blythe;52031,909;Southwest
67299;2014-03-08 00:00:00.000;275;Michael;Blythe;4718,898;Central
67318;2014-03-08 00:00:00.000;275;Michael;Blythe;5871,15;Southwest
65309;2014-02-05 00:00:00.000;275;Michael;Blythe;4298,958;Central
65310;2014-02-05 00:00:00.000;275;Michael;Blythe;13067,0107;Southwest
65311;2014-02-05 00:00:00.000;275;Michael;Blythe;13768,02;Central
65313;2014-02-05 00:00:00.000;275;Michael;Blythe;1466,13;Central
65314;2014-02-05 00:00:00.000;275;Michael;Blythe;1502,976;Central
65315;2014-02-05 00:00:00.000;275;Michael;Blythe;23774,136;Southwest
65277;2014-02-05 00:00:00.000;275;Michael;Blythe;9197,118;Southwest
65281;2014-02-05 00:00:00.000;275;Michael;Blythe;28262,328;Central
65291;2014-02-05 00:00:00.000;275;Michael;Blythe;2783,988;Southwest
65300;2014-02-05 00:00:00.000;275;Michael;Blythe;1352,676;Southwest
65301;2014-02-05 00:00:00.000;275;Michael;Blythe;10,788;Central
65306;2014-02-05 00:00:00.000;275;Michael;Blythe;22138,848;Southwest
65219;2014-02-05 00:00:00.000;275;Michael;Blythe;1466,01;Southwest
65221;2014-02-05 00:00:00.000;275;Michael;Blythe;24253,362;Central
65223;2014-02-05 00:00:00.000;275;Michael;Blythe;24,294;Southwest
65227;2014-02-05 00:00:00.000;275;Michael;Blythe;602,346;Southwest
65232;2014-02-05 00:00:00.000;275;Michael;Blythe;39215,4278;Southwest
65266;2014-02-05 00:00:00.000;275;Michael;Blythe;31,584;Southwest
63258;2014-01-07 00:00:00.000;275;Michael;Blythe;1875,852;Southwest
63262;2014-01-07 00:00:00.000;275;Michael;Blythe;27709,218;Southwest
63280;2014-01-07 00:00:00.000;275;Michael;Blythe;24142,512;Southwest
63285;2014-01-07 00:00:00.000;275;Michael;Blythe;47450,61;Southwest
65205;2014-02-05 00:00:00.000;275;Michael;Blythe;23388,9006;Central
65215;2014-02-05 00:00:00.000;275;Michael;Blythe;37520,64;Central
63194;2014-01-07 00:00:00.000;275;Michael;Blythe;29585,16;Central
63201;2014-01-07 00:00:00.000;275;Michael;Blythe;73270,506;Southwest
63205;2014-01-07 00:00:00.000;275;Michael;Blythe;162,846;Central
63243;2014-01-07 00:00:00.000;275;Michael;Blythe;5020,236;Southwest
63251;2014-01-07 00:00:00.000;275;Michael;Blythe;24667,062;Southwest
63252;2014-01-07 00:00:00.000;275;Michael;Blythe;46031,082;Southwest
61261;2013-12-07 00:00:00.000;275;Michael;Blythe;38,1;Southwest
61264;2013-12-07 00:00:00.000;275;Michael;Blythe;25065,096;Southwest
63152;2014-01-07 00:00:00.000;275;Michael;Blythe;32133,228;Central
63162;2014-01-07 00:00:00.000;275;Michael;Blythe;293,178;Central
63183;2014-01-07 00:00:00.000;275;Michael;Blythe;5531,802;Central
63187;2014-01-07 00:00:00.000;275;Michael;Blythe;672,294;Southwest
61193;2013-12-07 00:00:00.000;275;Michael;Blythe;56181,095;Southwest
61201;2013-12-07 00:00:00.000;275;Michael;Blythe;1880,922;Central
61206;2013-12-07 00:00:00.000;275;Michael;Blythe;41,994;Central
61221;2013-12-07 00:00:00.000;275;Michael;Blythe;4443,726;Central
61247;2013-12-07 00:00:00.000;275;Michael;Blythe;3263,346;Southwest
61251;2013-12-07 00:00:00.000;275;Michael;Blythe;2159,352;Southwest
59051;2013-11-06 00:00:00.000;275;Michael;Blythe;404,664;Central
59057;2013-11-06 00:00:00.000;275;Michael;Blythe;2294,298;Central
59058;2013-11-06 00:00:00.000;275;Michael;Blythe;37209,6;Central
59068;2013-11-06 00:00:00.000;275;Michael;Blythe;68640,1406;Southwest
61174;2013-12-07 00:00:00.000;275;Michael;Blythe;6899,304;Central
61189;2013-12-07 00:00:00.000;275;Michael;Blythe;61946,28;Central
59015;2013-11-06 00:00:00.000;275;Michael;Blythe;1502,976;Central
59025;2013-11-06 00:00:00.000;275;Michael;Blythe;1047,756;Central
59027;2013-11-06 00:00:00.000;275;Michael;Blythe;39723,714;Southwest
59036;2013-11-06 00:00:00.000;275;Michael;Blythe;1715,562;Southwest
59040;2013-11-06 00:00:00.000;275;Michael;Blythe;44500,45;Central
59041;2013-11-06 00:00:00.000;275;Michael;Blythe;6784,296;Southwest
58996;2013-11-06 00:00:00.000;275;Michael;Blythe;35390,406;Central
58998;2013-11-06 00:00:00.000;275;Michael;Blythe;356,898;Southwest
59005;2013-11-06 00:00:00.000;275;Michael;Blythe;16,272;Central
59009;2013-11-06 00:00:00.000;275;Michael;Blythe;37,254;Central
59011;2013-11-06 00:00:00.000;275;Michael;Blythe;33726,9563;Southwest
59013;2013-11-06 00:00:00.000;275;Michael;Blythe;30541,146;Southwest
57174;2013-10-07 00:00:00.000;275;Michael;Blythe;5721,768;Southwest
58923;2013-11-06 00:00:00.000;275;Michael;Blythe;37,254;Southwest
58928;2013-11-06 00:00:00.000;275;Michael;Blythe;35758,356;Central
58964;2013-11-06 00:00:00.000;275;Michael;Blythe;218,454;Southwest
58970;2013-11-06 00:00:00.000;275;Michael;Blythe;27951,6011;Central
58986;2013-11-06 00:00:00.000;275;Michael;Blythe;356,898;Southwest
57145;2013-10-07 00:00:00.000;275;Michael;Blythe;44595,3;Southwest
57148;2013-10-07 00:00:00.000;275;Michael;Blythe;5324,208;Central
57165;2013-10-07 00:00:00.000;275;Michael;Blythe;158,43;Central
57168;2013-10-07 00:00:00.000;275;Michael;Blythe;53900,4608;Southwest
57169;2013-10-07 00:00:00.000;275;Michael;Blythe;323,994;Southwest
57173;2013-10-07 00:00:00.000;275;Michael;Blythe;3588,678;Southwest
57052;2013-10-07 00:00:00.000;275;Michael;Blythe;417,774;Central
57113;2013-10-07 00:00:00.000;275;Michael;Blythe;4465,518;Central
57116;2013-10-07 00:00:00.000;275;Michael;Blythe;202,332;Central
57128;2013-10-07 00:00:00.000;275;Michael;Blythe;40829,652;Southwest
57134;2013-10-07 00:00:00.000;275;Michael;Blythe;32632,896;Southwest
57137;2013-10-07 00:00:00.000;275;Michael;Blythe;33951,63;Southwest
55310;2013-09-06 00:00:00.000;275;Michael;Blythe;9679,596;Southwest
55314;2013-09-06 00:00:00.000;275;Michael;Blythe;7556,874;Central
55319;2013-09-06 00:00:00.000;275;Michael;Blythe;475,29;Southwest
57034;2013-10-07 00:00:00.000;275;Michael;Blythe;76571,586;Southwest
57037;2013-10-07 00:00:00.000;275;Michael;Blythe;40438,7655;Central
57041;2013-10-07 00:00:00.000;275;Michael;Blythe;63878,778;Central
55233;2013-09-06 00:00:00.000;275;Michael;Blythe;61119,642;Southwest
55238;2013-09-06 00:00:00.000;275;Michael;Blythe;7137,036;Central
55242;2013-09-06 00:00:00.000;275;Michael;Blythe;3605,214;Central
55257;2013-09-06 00:00:00.000;275;Michael;Blythe;67686,0209;Central
55296;2013-09-06 00:00:00.000;275;Michael;Blythe;2178,54;Southwest
55303;2013-09-06 00:00:00.000;275;Michael;Blythe;62744,624;Southwest
53602;2013-08-07 00:00:00.000;275;Michael;Blythe;710,376;Southwest
53611;2013-08-07 00:00:00.000;275;Michael;Blythe;1915,542;Central
53612;2013-08-07 00:00:00.000;275;Michael;Blythe;1669,032;Central
53614;2013-08-07 00:00:00.000;275;Michael;Blythe;61251,456;Southwest
53616;2013-08-07 00:00:00.000;275;Michael;Blythe;68906,6458;Southwest
53621;2013-08-07 00:00:00.000;275;Michael;Blythe;106929,5461;Southwest
53583;2013-08-07 00:00:00.000;275;Michael;Blythe;51395,322;Southwest
53587;2013-08-07 00:00:00.000;275;Michael;Blythe;2224,338;Central
53590;2013-08-07 00:00:00.000;275;Michael;Blythe;62895,5616;Central
53591;2013-08-07 00:00:00.000;275;Michael;Blythe;1020,594;Central
53592;2013-08-07 00:00:00.000;275;Michael;Blythe;4441,4448;Southwest
53599;2013-08-07 00:00:00.000;275;Michael;Blythe;1667,94;Southwest
53489;2013-08-07 00:00:00.000;275;Michael;Blythe;1525,8048;Southwest
53517;2013-08-07 00:00:00.000;275;Michael;Blythe;158,43;Southwest
53526;2013-08-07 00:00:00.000;275;Michael;Blythe;34891,325;Central
53548;2013-08-07 00:00:00.000;275;Michael;Blythe;33592,044;Central
53549;2013-08-07 00:00:00.000;275;Michael;Blythe;858,9;Southwest
53561;2013-08-07 00:00:00.000;275;Michael;Blythe;48717,09;Central
51855;2013-07-07 00:00:00.000;275;Michael;Blythe;72616,5242;Southwest
51856;2013-07-07 00:00:00.000;275;Michael;Blythe;33634,68;Southwest
51867;2013-07-07 00:00:00.000;275;Michael;Blythe;5270,5524;Southwest
51873;2013-07-07 00:00:00.000;275;Michael;Blythe;326,742;Central
53466;2013-08-07 00:00:00.000;275;Michael;Blythe;1182,894;Southwest
53480;2013-08-07 00:00:00.000;275;Michael;Blythe;44021,7035;Central
51777;2013-07-07 00:00:00.000;275;Michael;Blythe;7262,256;Central
51807;2013-07-07 00:00:00.000;275;Michael;Blythe;3669,516;Central
51808;2013-07-07 00:00:00.000;275;Michael;Blythe;1580,0004;Southwest
51809;2013-07-07 00:00:00.000;275;Michael;Blythe;43997,5604;Southwest
51825;2013-07-07 00:00:00.000;275;Michael;Blythe;55934,058;Southwest
51836;2013-07-07 00:00:00.000;275;Michael;Blythe;37414,848;Southwest
51713;2013-07-07 00:00:00.000;275;Michael;Blythe;323,994;Southwest
51714;2013-07-07 00:00:00.000;275;Michael;Blythe;78790,812;Southwest
51716;2013-07-07 00:00:00.000;275;Michael;Blythe;52140,0648;Central
51720;2013-07-07 00:00:00.000;275;Michael;Blythe;51742,386;Central
51731;2013-07-07 00:00:00.000;275;Michael;Blythe;2342,5409;Central
51749;2013-07-07 00:00:00.000;275;Michael;Blythe;2751,624;Central
51122;2013-06-06 00:00:00.000;275;Michael;Blythe;60843,8315;Southwest
51129;2013-06-06 00:00:00.000;275;Michael;Blythe;5156,682;Central
51142;2013-06-06 00:00:00.000;275;Michael;Blythe;2232,84;Southwest
51144;2013-06-06 00:00:00.000;275;Michael;Blythe;7009,1177;Southwest
51153;2013-06-06 00:00:00.000;275;Michael;Blythe;90421,7887;Southwest
51159;2013-06-06 00:00:00.000;275;Michael;Blythe;484,632;Southwest
50748;2013-05-07 00:00:00.000;275;Michael;Blythe;39230,5508;Southwest
50749;2013-05-07 00:00:00.000;275;Michael;Blythe;25585,0564;Southwest
50751;2013-05-07 00:00:00.000;275;Michael;Blythe;1493,9703;Central
51085;2013-06-06 00:00:00.000;275;Michael;Blythe;5824,4177;Central
51091;2013-06-06 00:00:00.000;275;Michael;Blythe;4805,5328;Central
51105;2013-06-06 00:00:00.000;275;Michael;Blythe;71513,4488;Central
50734;2013-05-07 00:00:00.000;275;Michael;Blythe;2232,8181;Central
50736;2013-05-07 00:00:00.000;275;Michael;Blythe;5835,6552;Southwest
50738;2013-05-07 00:00:00.000;275;Michael;Blythe;43678,96;Southwest
50739;2013-05-07 00:00:00.000;275;Michael;Blythe;2458,6124;Southwest
50742;2013-05-07 00:00:00.000;275;Michael;Blythe;573,9927;Central
50747;2013-05-07 00:00:00.000;275;Michael;Blythe;36204,2021;Southwest
50695;2013-05-07 00:00:00.000;275;Michael;Blythe;418,512;Southwest
